EVENT,BOUT,OUTCOME,WEIGHTCLASS,METHOD,ROUND,TIME,TIME FORMAT,REFEREE,DETAILS,URL,FIGHTER_1,FIGHTER_2,FIGHTER_1_RESULT,FIGHTER_2_RESULT,JUDGE_1,JUDGE_1_SCORE,JUDGE_2,JUDGE_2_SCORE,JUDGE_3,JUDGE_3_SCORE
UFC Fight Night: Hermansson vs. Pyfer ,Daniel Marcos  vs.  Aoriqileng ,NC/NC,Bantamweight Bout,Could Not Continue ,2,3:28,3 Rnd (5-5-5),Jason Herzog,Low Blows to Aoriqileng,http://ufcstats.com/fight-details/6cd542650d886c22,Daniel Marcos,Aoriqileng,NC,NC,,,,,,
UFC Fight Night: Dolidze vs. Imavov ,Roman Dolidze  vs. Nassourdine Imavov ,L/W,Middleweight Bout,Decision - Majority ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary 44 - 49.Ron McCarthy 47 - 47.Sal D'amato 46 - 48.,http://ufcstats.com/fight-details/767ceb4a0cb43ade,Roman Dolidze,Nassourdine Imavov,L,W,Derek Cleary,44 - 49,Ron McCarthy,47 - 47,amato,46 - 48
UFC Fight Night: Dolidze vs. Imavov ,Renato Moicano  vs. Drew Dober ,W/L,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29.Junichiro Kamijo 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/733e675fd7c0052a,Renato Moicano,Drew Dober,W,L,Mike Bell,28 - 29,Junichiro Kamijo,28 - 29,Chris Lee,28 - 29
UFC Fight Night: Dolidze vs. Imavov ,Randy Brown  vs. Muslim Salikhov ,W/L,Welterweight Bout,KO/TKO ,1,3:17,3 Rnd (5-5-5),Kerry Hatley,Punch to Head At Distance ,http://ufcstats.com/fight-details/af6d56860ba4d259,Randy Brown,Muslim Salikhov,W,L,,,,,,
UFC Fight Night: Dolidze vs. Imavov ,Viviane Araujo  vs. Natalia Silva ,L/W,Women's Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 28 - 29.Derek Cleary 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/7b1882dc76786d77,Viviane Araujo,Natalia Silva,L,W,Mike Bell,28 - 29,Derek Cleary,28 - 29,amato,28 - 29
UFC Fight Night: Dolidze vs. Imavov ,Aliaskhab Khizriev  vs. Makhmud Muradov ,NC/NC,Middleweight Bout,Could Not Continue ,1,0:11,3 Rnd (5-5-5),Herb Dean,eye injury,http://ufcstats.com/fight-details/415ea2520b7ba720,Aliaskhab Khizriev,Makhmud Muradov,NC,NC,,,,,,
UFC Fight Night: Dolidze vs. Imavov ,Gilbert Urbina  vs. Charles Radtke ,L/W,Welterweight Bout,KO/TKO ,1,4:47,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance ,http://ufcstats.com/fight-details/330d86bfaa4155fe,Gilbert Urbina,Charles Radtke,L,W,,,,,,
UFC Fight Night: Dolidze vs. Imavov ,Molly McCann  vs. Diana Belbita ,W/L,Women's Strawweight Bout,Submission ,1,4:59,3 Rnd (5-5-5),Kerry Hatley,Armbar From Mount ,http://ufcstats.com/fight-details/d4ace70b3661ee6c,Molly McCann,Diana Belbita,W,L,,,,,,
UFC Fight Night: Dolidze vs. Imavov ,Azat Maksum  vs. Charles Johnson ,L/W,Flyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Eric McMahon,Derek Cleary 28 - 29.Sal D'amato 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/ca7d61e167d7789c,Azat Maksum,Charles Johnson,L,W,Derek Cleary,28 - 29,amato,28 - 29,Chris Lee,28 - 29
UFC Fight Night: Dolidze vs. Imavov ,Themba Gorimbo  vs. Pete Rodriguez ,W/L,Welterweight Bout,KO/TKO ,1,0:32,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/4cff9aeef3ac75c1,Themba Gorimbo,Pete Rodriguez,W,L,,,,,,
UFC Fight Night: Dolidze vs. Imavov ,JeongYeong Lee  vs. Blake Bilder ,W/L,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Mike Bell 27 - 30.Adalaide Byrd 27 - 30.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/e1930496b33fa636,JeongYeong Lee,Blake Bilder,W,L,Mike Bell,27 - 30,Adalaide Byrd,27 - 30,Chris Lee,27 - 30
UFC Fight Night: Dolidze vs. Imavov ,Luana Carolina  vs. Julija Stoliarenko ,W/L,Women's Flyweight Bout,KO/TKO ,3,4:52,3 Rnd (5-5-5),Eric McMahon,Punches to Head From Side Control ,http://ufcstats.com/fight-details/c28d40498150de90,Luana Carolina,Julija Stoliarenko,W,L,,,,,,
UFC Fight Night: Dolidze vs. Imavov ,Landon Quinones  vs. MarQuel Mederos ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Adalaide Byrd 28 - 29.Junichiro Kamijo 28 - 29.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/e396c509fb47b037,Landon Quinones,MarQuel Mederos,L,W,Adalaide Byrd,28 - 29,Junichiro Kamijo,28 - 29,Ron McCarthy,28 - 29
UFC Fight Night: Dolidze vs. Imavov ,Thomas Petersen  vs. Jamal Pogues ,L/W,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Eric McMahon,Mike Bell 28 - 29.Anthony Maness 28 - 29.Chris Lee 27 - 30.,http://ufcstats.com/fight-details/df9847839c73a678,Thomas Petersen,Jamal Pogues,L,W,Mike Bell,28 - 29,Anthony Maness,28 - 29,Chris Lee,27 - 30
UFC 297: Strickland vs. Du Plessis ,Sean Strickland  vs. Dricus Du Plessis ,L/W,UFC Middleweight Title Bout,Decision - Split ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Sal D'amato 48 - 47.Derek Cleary 47 - 48.Eric Colon 47 - 48.,http://ufcstats.com/fight-details/14e53999507c76a7,Sean Strickland,Dricus Du Plessis,L,W,amato,48 - 47,Derek Cleary,47 - 48,Eric Colon,47 - 48
UFC 297: Strickland vs. Du Plessis ,Raquel Pennington  vs. Mayra Bueno Silva ,W/L,UFC Women's Bantamweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Jerin Valel,Eric Colon 46 - 49.Sal D'amato 46 - 49.Saleem Haniff 45 - 49.,http://ufcstats.com/fight-details/faf15b752fb8924c,Raquel Pennington,Mayra Bueno Silva,W,L,Eric Colon,46 - 49,amato,46 - 49,Saleem Haniff,45 - 49
UFC 297: Strickland vs. Du Plessis ,Neil Magny  vs. Mike Malott ,W/L,Welterweight Bout,KO/TKO ,3,4:45,3 Rnd (5-5-5),Kevin MacDonald,Punches to Head From Mount ,http://ufcstats.com/fight-details/97817609ed46baa0,Neil Magny,Mike Malott,W,L,,,,,,
UFC 297: Strickland vs. Du Plessis ,Chris Curtis  vs. Marc-Andre Barriault ,W/L,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Declan Woods 27 - 30.Derek Cleary 29 - 28.Eric Colon 27 - 30.,http://ufcstats.com/fight-details/ba5005d1116fa45f,Chris Curtis,Marc-Andre Barriault,W,L,Declan Woods,27 - 30,Derek Cleary,29 - 28,Eric Colon,27 - 30
UFC 297: Strickland vs. Du Plessis ,Arnold Allen  vs. Movsar Evloev ,L/W,Featherweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Eric Colon 28 - 29.Patricia Vandermeer 28 - 29.Saleem Haniff 28 - 29.,http://ufcstats.com/fight-details/1a7cd191f0cf160c,Arnold Allen,Movsar Evloev,L,W,Eric Colon,28 - 29,Patricia Vandermeer,28 - 29,Saleem Haniff,28 - 29
UFC 297: Strickland vs. Du Plessis ,Brad Katona  vs. Garrett Armfield ,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Eric Colon 28 - 29.Kyle Costello 28 - 29.Sal D'amato 28 - 29.,http://ufcstats.com/fight-details/670e4754d8d3d172,Brad Katona,Garrett Armfield,L,W,Eric Colon,28 - 29,Kyle Costello,28 - 29,amato,28 - 29
UFC 297: Strickland vs. Du Plessis ,Charles Jourdain  vs. Sean Woodson ,L/W,Featherweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Jerin Valel,Declan Woods 28 - 29.Patricia Vandermeer 29 - 28.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/331ddc1141e934d1,Charles Jourdain,Sean Woodson,L,W,Declan Woods,28 - 29,Patricia Vandermeer,29 - 28,Derek Cleary,28 - 29
UFC 297: Strickland vs. Du Plessis ,Serhiy Sidey  vs. Ramon Taveras ,L/W,Bantamweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Todd Ronald Anderson,Eric Colon 28 - 29.Derek Cleary 29 - 28.Saleem Haniff 28 - 29.,http://ufcstats.com/fight-details/43d90683078fcee5,Serhiy Sidey,Ramon Taveras,L,W,Eric Colon,28 - 29,Derek Cleary,29 - 28,Saleem Haniff,28 - 29
UFC 297: Strickland vs. Du Plessis ,Gillian Robertson  vs. Polyana Viana ,W/L,Women's Strawweight Bout,KO/TKO ,2,3:12,3 Rnd (5-5-5),Kevin MacDonald,Punches to Head From Back Control ,http://ufcstats.com/fight-details/dff2685afd98ed9e,Gillian Robertson,Polyana Viana,W,L,,,,,,
UFC 297: Strickland vs. Du Plessis ,Yohan Lainesse  vs. Sam Patterson ,L/W,Welterweight Bout,Submission ,1,2:03,3 Rnd (5-5-5),Brian Beauchamp,Rear Naked Choke ,http://ufcstats.com/fight-details/a10e2d5416972b9c,Yohan Lainesse,Sam Patterson,L,W,,,,,,
UFC 297: Strickland vs. Du Plessis ,Jasmine Jasudavicius  vs. Priscila Cachoeira ,W/L,Women's Bantamweight Bout,Submission ,3,4:21,3 Rnd (5-5-5),MathewRocca,Anaconda Choke On Ground ,http://ufcstats.com/fight-details/7736eb6bd5c1ff4a,Jasmine Jasudavicius,Priscila Cachoeira,W,L,,,,,,
UFC 297: Strickland vs. Du Plessis ,Malcolm Gordon  vs. Jimmy Flick ,L/W,Flyweight Bout,Submission ,2,1:17,3 Rnd (5-5-5),Todd Ronald Anderson,Arm Triangle From Half Guard ,http://ufcstats.com/fight-details/ab105e5a56b5ee90,Malcolm Gordon,Jimmy Flick,L,W,,,,,,
UFC Fight Night: Ankalaev vs. Walker 2 ,Magomed Ankalaev  vs. Johnny Walker ,W/L,Light Heavyweight Bout,KO/TKO ,2,2:42,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/f2b407019b2a5c15,Magomed Ankalaev,Johnny Walker,W,L,,,,,,
UFC Fight Night: Ankalaev vs. Walker 2 ,Jim Miller  vs. Gabriel Benitez ,W/L,Lightweight Bout,Submission ,3,3:25,3 Rnd (5-5-5),Dan Miragliotta,Neck Crank From Back Control ,http://ufcstats.com/fight-details/640f2ae3995b3b4f,Jim Miller,Gabriel Benitez,W,L,,,,,,
UFC Fight Night: Ankalaev vs. Walker 2 ,Ricky Simon  vs. Mario Bautista ,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Sal D'amato 27 - 30.Chris Lee 27 - 30.Derek Cleary 28 - 29.,http://ufcstats.com/fight-details/a8239866e1222eae,Ricky Simon,Mario Bautista,L,W,amato,27 - 30,Chris Lee,27 - 30,Derek Cleary,28 - 29
UFC Fight Night: Ankalaev vs. Walker 2 ,Phil Hawes  vs. Brunno Ferreira ,L/W,Middleweight Bout,KO/TKO ,1,4:55,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance ,http://ufcstats.com/fight-details/d0d99889c6abd8e1,Phil Hawes,Brunno Ferreira,L,W,,,,,,
UFC Fight Night: Ankalaev vs. Walker 2 ,Andrei Arlovski  vs. Waldo Cortes-Acosta ,L/W,Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Marc Goddard,Derek Cleary 28 - 29.Sal D'amato 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/6f13fe34cb3ca906,Andrei Arlovski,Waldo Cortes-Acosta,L,W,Derek Cleary,28 - 29,amato,28 - 29,Chris Lee,28 - 29
UFC Fight Night: Ankalaev vs. Walker 2 ,Matthew Semelsberger  vs. Preston Parsons ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Mike Bell 27 - 30.Junichiro Kamijo 27 - 30.Ron McCarthy 27 - 30.,http://ufcstats.com/fight-details/5f622d812b8f407f,Matthew Semelsberger,Preston Parsons,L,W,Mike Bell,27 - 30,Junichiro Kamijo,27 - 30,Ron McCarthy,27 - 30
UFC Fight Night: Ankalaev vs. Walker 2 ,Marcus McGhee  vs. Gaston Bolanos ,W/L,Bantamweight Bout,KO/TKO ,2,3:29,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance ,http://ufcstats.com/fight-details/03de7404decde12f,Marcus McGhee,Gaston Bolanos,W,L,,,,,,
UFC Fight Night: Ankalaev vs. Walker 2 ,Farid Basharat  vs. Taylor Lapilus ,W/L,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 27 - 30.Sal D'amato 27 - 30.Junichiro Kamijo 27 - 30.,http://ufcstats.com/fight-details/477c3b9de012e4b3,Farid Basharat,Taylor Lapilus,W,L,Mike Bell,27 - 30,amato,27 - 30,Junichiro Kamijo,27 - 30
UFC Fight Night: Ankalaev vs. Walker 2 ,Westin Wilson  vs. Jean Silva ,L/W,Featherweight Bout,KO/TKO ,1,4:12,3 Rnd (5-5-5),Marc Goddard,Punch to Head In Clinch ,http://ufcstats.com/fight-details/0494ebcee93e717b,Westin Wilson,Jean Silva,L,W,,,,,,
UFC Fight Night: Ankalaev vs. Walker 2 ,Nikolas Motta  vs. Tom Nolan ,W/L,Lightweight Bout,KO/TKO ,1,1:03,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head On Ground ,http://ufcstats.com/fight-details/5344e76e26503716,Nikolas Motta,Tom Nolan,W,L,,,,,,
UFC Fight Night: Ankalaev vs. Walker 2 ,Joshua Van  vs. Felipe Bunes ,W/L,Flyweight Bout,KO/TKO ,2,4:31,3 Rnd (5-5-5),Mark Smith,Punches to Head From Guard ,http://ufcstats.com/fight-details/fd29123ff92789e4,Joshua Van,Felipe Bunes,W,L,,,,,,
UFC 296: Edwards vs. Covington ,Leon Edwards  vs. Colby Covington ,W/L,UFC Welterweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Derek Cleary 46 - 49.Sal D'amato 46 - 49.Chris Lee 46 - 49.,http://ufcstats.com/fight-details/3fa8ee3fdc04fe36,Leon Edwards,Colby Covington,W,L,Derek Cleary,46 - 49,amato,46 - 49,Chris Lee,46 - 49
UFC 296: Edwards vs. Covington ,Alexandre Pantoja  vs. Brandon Royval ,W/L,UFC Flyweight Title Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Junichiro Kamijo 45 - 50.Ron McCarthy 45 - 50.Eric Colon 46 - 49.,http://ufcstats.com/fight-details/4896b36f1333d25c,Alexandre Pantoja,Brandon Royval,W,L,Junichiro Kamijo,45 - 50,Ron McCarthy,45 - 50,Eric Colon,46 - 49
UFC 296: Edwards vs. Covington ,Shavkat Rakhmonov  vs. Stephen Thompson ,W/L,Welterweight Bout,Submission ,2,4:56,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke ,http://ufcstats.com/fight-details/1efc813ccd7a5aba,Shavkat Rakhmonov,Stephen Thompson,W,L,,,,,,
UFC 296: Edwards vs. Covington ,Tony Ferguson  vs. Paddy Pimblett ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Derek Cleary 27 - 30.Sal D'amato 27 - 30.Junichiro Kamijo 27 - 30.,http://ufcstats.com/fight-details/ac8628d945a78b03,Tony Ferguson,Paddy Pimblett,L,W,Derek Cleary,27 - 30,amato,27 - 30,Junichiro Kamijo,27 - 30
UFC 296: Edwards vs. Covington ,Josh Emmett  vs. Bryce Mitchell ,W/L,Featherweight Bout,KO/TKO ,1,1:57,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance ,http://ufcstats.com/fight-details/3b21a9f48bac4a44,Josh Emmett,Bryce Mitchell,W,L,,,,,,
UFC 296: Edwards vs. Covington ,Alonzo Menifield  vs. Dustin Jacoby ,W/L,Light Heavyweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Sal D'amato 28 - 29.Chris Lee 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/521a0e016878d174,Alonzo Menifield,Dustin Jacoby,W,L,amato,28 - 29,Chris Lee,28 - 29,Tony Weeks,28 - 29
UFC 296: Edwards vs. Covington ,Irene Aldana  vs. Karol Rosa ,W/L,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jason Herzog,Derek Cleary 28 - 29.Ron McCarthy 28 - 29.Jacob Montalvo 28 - 29.,http://ufcstats.com/fight-details/609d994bfe440ec3,Irene Aldana,Karol Rosa,W,L,Derek Cleary,28 - 29,Ron McCarthy,28 - 29,Jacob Montalvo,28 - 29
UFC 296: Edwards vs. Covington ,Cody Garbrandt  vs. Brian Kelleher ,W/L,Bantamweight Bout,KO/TKO ,1,3:42,3 Rnd (5-5-5),Marc Goddard,Punch to Head At Distance ,http://ufcstats.com/fight-details/f8a8871d167fc929,Cody Garbrandt,Brian Kelleher,W,L,,,,,,
UFC 296: Edwards vs. Covington ,Casey O'Neill  vs. Ariane Lipski ,L/W,Women's Flyweight Bout,Submission ,2,1:18,3 Rnd (5-5-5),Mark Smith,Armbar On Ground ,http://ufcstats.com/fight-details/c442899c21d58779,Casey O'Neill,Ariane Lipski,L,W,,,,,,
UFC 296: Edwards vs. Covington ,Tagir Ulanbekov  vs. Cody Durden ,W/L,Flyweight Bout,Submission ,2,4:25,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke ,http://ufcstats.com/fight-details/4ec249e549309b16,Tagir Ulanbekov,Cody Durden,W,L,,,,,,
UFC 296: Edwards vs. Covington ,Andre Fili  vs. Lucas Almeida ,W/L,Featherweight Bout,KO/TKO ,1,3:32,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance ,http://ufcstats.com/fight-details/abb6e2169ba580d2,Andre Fili,Lucas Almeida,W,L,,,,,,
UFC 296: Edwards vs. Covington ,Martin Buday  vs. Shamil Gaziev ,L/W,Heavyweight Bout,KO/TKO ,2,0:56,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance ,http://ufcstats.com/fight-details/fce6522f42b48f18,Martin Buday,Shamil Gaziev,L,W,,,,,,
UFC Fight Night: Song vs. Gutierrez ,Song Yadong  vs. Chris Gutierrez ,W/L,Bantamweight Bout,Decision - Unanimous ,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Sal D'amato 44 - 50.Junichiro Kamijo 45 - 50.Ron McCarthy 45 - 50.,http://ufcstats.com/fight-details/f9ec8bedc15ece93,Song Yadong,Chris Gutierrez,W,L,amato,44 - 50,Junichiro Kamijo,45 - 50,Ron McCarthy,45 - 50
UFC Fight Night: Song vs. Gutierrez ,Anthony Smith  vs. Khalil Rountree Jr. ,L/W,Light Heavyweight Bout,KO/TKO ,3,0:56,3 Rnd (5-5-5),Mark Smith,Punch to Head At Distance ,http://ufcstats.com/fight-details/91093a019d32af2e,Anthony Smith,Khalil Rountree Jr.,L,W,,,,,,
UFC Fight Night: Song vs. Gutierrez ,Nasrat Haqparast  vs. Jamie Mullarkey ,W/L,Lightweight Bout,KO/TKO ,1,1:44,3 Rnd (5-5-5),Keith Peterson,Punches to Head At Distance ,http://ufcstats.com/fight-details/acc57a9c114b694a,Nasrat Haqparast,Jamie Mullarkey,W,L,,,,,,
UFC Fight Night: Song vs. Gutierrez ,Tim Elliott  vs.  Sumudaerji ,W/L,Bantamweight Bout,Submission ,1,4:02,3 Rnd (5-5-5),Herb Dean,Arm Triangle From Side Control ,http://ufcstats.com/fight-details/fbedeb4e4b019b94,Tim Elliott,Sumudaerji,W,L,,,,,,
UFC Fight Night: Song vs. Gutierrez ,JunYong Park  vs. Andre Muniz ,L/W,Middleweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Chris Flores 28 - 29.Tony Weeks 29 - 28.Jacob Montalvo 28 - 29.,http://ufcstats.com/fight-details/1afc4f372a125c74,JunYong Park,Andre Muniz,L,W,Chris Flores,28 - 29,Tony Weeks,29 - 28,Jacob Montalvo,28 - 29
UFC Fight Night: Song vs. Gutierrez ,Song Kenan  vs. Kevin Jousset ,L/W,Welterweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Sal D'amato 27 - 30.Chris Leben 27 - 30.Ron McCarthy 27 - 30.,http://ufcstats.com/fight-details/3adab28c5c6a9254,Song Kenan,Kevin Jousset,L,W,amato,27 - 30,Chris Leben,27 - 30,Ron McCarthy,27 - 30
UFC Fight Night: Song vs. Gutierrez ,HyunSung Park  vs. Shannon Ross ,W/L,Flyweight Bout,KO/TKO ,2,3:59,3 Rnd (5-5-5),Keith Peterson,Punch to Body At Distance ,http://ufcstats.com/fight-details/35addc4646509286,HyunSung Park,Shannon Ross,W,L,,,,,,
UFC Fight Night: Song vs. Gutierrez ,Steve Garcia  vs. Melquizael Costa ,W/L,Lightweight Bout,KO/TKO ,2,1:01,3 Rnd (5-5-5),Chris Tognoni,Elbows to Head From Mount ,http://ufcstats.com/fight-details/5ac1725f775c6f00,Steve Garcia,Melquizael Costa,W,L,,,,,,
UFC Fight Night: Song vs. Gutierrez ,Luana Santos  vs. Stephanie Egger ,W/L,Women's Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Herb Dean,Jacob Montalvo 27 - 30.Junichiro Kamijo 28 - 29.Tony Weeks 28 - 29.,http://ufcstats.com/fight-details/5a6e894e4b6cc703,Luana Santos,Stephanie Egger,W,L,Jacob Montalvo,27 - 30,Junichiro Kamijo,28 - 29,Tony Weeks,28 - 29
UFC Fight Night: Song vs. Gutierrez ,Tatsuro Taira  vs. Carlos Hernandez ,W/L,Flyweight Bout,KO/TKO ,2,0:55,3 Rnd (5-5-5),Mark Smith,Punches to Head On Ground ,http://ufcstats.com/fight-details/84f6de7c99779e5f,Tatsuro Taira,Carlos Hernandez,W,L,,,,,,
UFC Fight Night: Song vs. Gutierrez ,Rayanne Amanda  vs. Talita Alencar ,L/W,Women's Strawweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Keith Peterson,Adalaide Byrd 28 - 29.Sal D'amato 29 - 28.Ron McCarthy 28 - 29.,http://ufcstats.com/fight-details/acde7c89bd724af8,Rayanne Amanda,Talita Alencar,L,W,Adalaide Byrd,28 - 29,amato,29 - 28,Ron McCarthy,28 - 29
UFC Fight Night: Dariush vs. Tsarukyan ,Beneil Dariush  vs. Arman Tsarukyan ,L/W,Lightweight Bout,KO/TKO ,1,1:04,5 Rnd (5-5-5-5-5),Mark Smith,Punch to Head At Distance ,http://ufcstats.com/fight-details/9feb9500b0fedfcd,Beneil Dariush,Arman Tsarukyan,L,W,,,,,,
UFC Fight Night: Dariush vs. Tsarukyan ,Jalin Turner  vs. Bobby Green ,W/L,Lightweight Bout,KO/TKO ,1,2:49,3 Rnd (5-5-5),Kerry Hatley,Punches to Head On Ground ,http://ufcstats.com/fight-details/03eecf1926d9c77c,Jalin Turner,Bobby Green,W,L,,,,,,
UFC Fight Night: Dariush vs. Tsarukyan ,Rob Font  vs. Deiveson Figueiredo ,L/W,Bantamweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Jeff Rexroad,Patrick Patlan 27 - 30.Mike Beltran 27 - 30.Gino Garcia 27 - 30.,http://ufcstats.com/fight-details/246d06693b5ca1e8,Rob Font,Deiveson Figueiredo,L,W,Patrick Patlan,27 - 30,Mike Beltran,27 - 30,Gino Garcia,27 - 30
UFC Fight Night: Dariush vs. Tsarukyan ,Sean Brady  vs. Kelvin Gastelum ,W/L,Welterweight Bout,Submission ,3,1:43,3 Rnd (5-5-5),Jacob Montalvo,Kimura From Side Control ,http://ufcstats.com/fight-details/39c4ae4624052f9f,Sean Brady,Kelvin Gastelum,W,L,,,,,,
UFC Fight Night: Dariush vs. Tsarukyan ,Clay Guida  vs. Joaquim Silva ,L/W,Lightweight Bout,Decision - Unanimous ,3,5:00,3 Rnd (5-5-5),Mark Smith,Gino Garcia 28 - 29.Sal D'amato 28 - 29.Chris Lee 28 - 29.,http://ufcstats.com/fight-details/20bfa549cb2cabe7,Clay Guida,Joaquim Silva,L,W,Gino Garcia,28 - 29,amato,28 - 29,Chris Lee,28 - 29
UFC Fight Night: Dariush vs. Tsarukyan ,Punahele Soriano  vs. Dustin Stoltzfus ,L/W,Middleweight Bout,Submission ,2,4:10,3 Rnd (5-5-5),Kerry Hatley,Rear Naked Choke ,http://ufcstats.com/fight-details/02713b2d25f74d43,Punahele Soriano,Dustin Stoltzfus,L,W,,,,,,
UFC Fight Night: Dariush vs. Tsarukyan ,Miesha Tate  vs. Julia Avila ,W/L,Women's Bantamweight Bout,Submission ,3,1:15,3 Rnd (5-5-5),Jacob Montalvo,Rear Naked Choke ,http://ufcstats.com/fight-details/626c82ed45fdcf59,Miesha Tate,Julia Avila,W,L,,,,,,
UFC Fight Night: Dariush vs. Tsarukyan ,Zach Reese  vs. Cody Brundage ,L/W,Middleweight Bout,KO/TKO ,1,1:49,3 Rnd (5-5-5),Jeff Rexroad,Slam to On Ground ,http://ufcstats.com/fight-details/0320a6a967069571,Zach Reese,Cody Brundage,L,W,,,,,,
UFC Fight Night: Dariush vs. Tsarukyan ,Drakkar Klose  vs. Joe Solecki ,W/L,Lightweight Bout,KO/TKO ,1,1:41,3 Rnd (5-5-5),Mark Smith,Slam to On Ground ,http://ufcstats.com/fight-details/d0602cdc04d2c159,Drakkar Klose,Joe Solecki,W,L,,,,,,
UFC Fight Night: Dariush vs. Tsarukyan ,Rodolfo Bellato  vs. Ihor Potieria ,W/L,Light Heavyweight Bout,KO/TKO ,2,4:17,3 Rnd (5-5-5),Jacob Montalvo,Punches to Head From Mount ,http://ufcstats.com/fight-details/0dc2fc8d39e226a3,Rodolfo Bellato,Ihor Potieria,W,L,,,,,,
UFC Fight Night: Dariush vs. Tsarukyan ,Wellington Turman  vs. Jared Gooden ,L/W,Welterweight Bout,Submission ,2,1:11,3 Rnd (5-5-5),Jeff Rexroad,Rear Naked Choke ,http://ufcstats.com/fight-details/32813f5f46f045e8,Wellington Turman,Jared Gooden,L,W,,,,,,
UFC Fight Night: Dariush vs. Tsarukyan ,Veronica Hardy  vs. Jamey-Lyn Horth ,W/L,Women's Flyweight Bout,Decision - Split ,3,5:00,3 Rnd (5-5-5),Mark Smith,Jacob Montalvo 29 - 28.Sal D'amato 28 - 29.Patrick Patlan 28 - 29.,http://ufcstats.com/fight-details/d0ac2cc5c57c4e66,Veronica Hardy,Jamey-Lyn Horth,W,L,Jacob Montalvo,29 - 28,amato,28 - 29,Patrick Patlan,28 - 29
UFC Fight Night: Allen vs. Craig ,Brendan Allen  vs. Paul Craig ,W/L,Middleweight Bout,Submission ,3,0:38,5 Rnd (5-5-5-5-5),Mark Smith,Rear Naked Choke ,http://ufcstats.com/fight-details/7990b6716a53b2cd,Brendan Allen,Paul Craig,W,L,,,,,,
