EVENT,BOUT,ROUND,FIGHTER,KD,SIG.STR.,SIG.STR. %,TOTAL STR.,TD,TD %,SUB.ATT,REV.,CTRL,HEAD,BODY,LEG,DISTANCE,CLINCH,GROUND
UFC Fight Night: MacDonald vs Thompson,Olivier Aubin-Mercier vs. Thibault Gouti,Round 2,Olivier Aubin-Mercier,0.0,24 of 30,80%,40 of 46,1 of 4,25%,0.0,0.0,3:06,21 of 27,3 of 3,0 of 0,11 of 15,1 of 1,12 of 14
UFC Fight Night: MacDonald vs Thompson,Olivier Aubin-Mercier vs. Thibault Gouti,Round 3,Olivier Aubin-Mercier,0.0,3 of 3,100%,11 of 13,1 of 1,100%,1.0,0.0,2:12,3 of 3,0 of 0,0 of 0,1 of 1,0 of 0,2 of 2
UFC Fight Night: MacDonald vs Thompson,Olivier Aubin-Mercier vs. Thibault Gouti,Round 1,Thibault Gouti,0.0,22 of 45,48%,35 of 58,0 of 0,---,0.0,1.0,0:27,19 of 42,2 of 2,1 of 1,12 of 31,3 of 6,7 of 8
UFC Fight Night: MacDonald vs Thompson,Olivier Aubin-Mercier vs. Thibault Gouti,Round 2,Thibault Gouti,0.0,7 of 22,31%,28 of 45,0 of 0,---,0.0,0.0,0:00,5 of 18,1 of 3,1 of 1,2 of 15,1 of 3,4 of 4
UFC Fight Night: MacDonald vs Thompson,Olivier Aubin-Mercier vs. Thibault Gouti,Round 3,Thibault Gouti,0.0,0 of 2,0%,0 of 2,0 of 0,---,0.0,0.0,0:00,0 of 2,0 of 0,0 of 0,0 of 2,0 of 0,0 of 0
UFC Fight Night: MacDonald vs Thompson,Valerie Letourneau vs. Joanne Wood,Round 1,Valerie Letourneau,0.0,27 of 43,62%,34 of 52,0 of 0,---,0.0,0.0,0:31,18 of 31,6 of 8,3 of 4,19 of 34,8 of 9,0 of 0
UFC Fight Night: MacDonald vs Thompson,Valerie Letourneau vs. Joanne Wood,Round 2,Valerie Letourneau,0.0,29 of 58,50%,35 of 66,0 of 0,---,0.0,0.0,0:00,20 of 47,4 of 4,5 of 7,25 of 53,1 of 2,3 of 3
UFC Fight Night: MacDonald vs Thompson,Valerie Letourneau vs. Joanne Wood,Round 3,Valerie Letourneau,0.0,24 of 42,57%,26 of 44,0 of 0,---,0.0,0.0,0:03,12 of 29,9 of 9,3 of 4,14 of 31,10 of 11,0 of 0
UFC Fight Night: MacDonald vs Thompson,Valerie Letourneau vs. Joanne Wood,Round 1,Joanne Wood,1.0,39 of 71,54%,51 of 83,1 of 1,100%,0.0,0.0,2:04,23 of 47,6 of 10,10 of 14,26 of 48,4 of 6,9 of 17
UFC Fight Night: MacDonald vs Thompson,Valerie Letourneau vs. Joanne Wood,Round 2,Joanne Wood,0.0,38 of 78,48%,50 of 94,2 of 3,66%,0.0,0.0,1:53,16 of 47,9 of 17,13 of 14,37 of 76,1 of 2,0 of 0
UFC Fight Night: MacDonald vs Thompson,Valerie Letourneau vs. Joanne Wood,Round 3,Joanne Wood,1.0,38 of 59,64%,41 of 62,0 of 2,0%,0.0,0.0,0:19,19 of 33,4 of 8,15 of 18,33 of 52,5 of 7,0 of 0
UFC Fight Night: MacDonald vs Thompson,Jason Saggo vs. Leandro Silva,Round 1,Jason Saggo,0.0,11 of 25,44%,26 of 41,1 of 1,100%,0.0,0.0,2:40,7 of 16,0 of 2,4 of 7,4 of 17,0 of 1,7 of 7
UFC Fight Night: MacDonald vs Thompson,Jason Saggo vs. Leandro Silva,Round 2,Jason Saggo,0.0,13 of 37,35%,17 of 41,0 of 0,---,0.0,0.0,0:19,8 of 26,2 of 5,3 of 6,9 of 33,0 of 0,4 of 4
UFC Fight Night: MacDonald vs Thompson,Jason Saggo vs. Leandro Silva,Round 3,Jason Saggo,0.0,24 of 70,34%,32 of 78,0 of 1,0%,0.0,0.0,0:21,14 of 52,4 of 10,6 of 8,24 of 68,0 of 1,0 of 1
UFC Fight Night: MacDonald vs Thompson,Jason Saggo vs. Leandro Silva,Round 1,Leandro Silva,0.0,4 of 12,33%,5 of 13,0 of 0,---,0.0,0.0,0:00,3 of 8,1 of 3,0 of 1,4 of 12,0 of 0,0 of 0
UFC Fight Night: MacDonald vs Thompson,Jason Saggo vs. Leandro Silva,Round 2,Leandro Silva,0.0,18 of 37,48%,21 of 40,1 of 2,50%,0.0,0.0,0:42,10 of 28,2 of 3,6 of 6,17 of 35,1 of 2,0 of 0
UFC Fight Night: MacDonald vs Thompson,Jason Saggo vs. Leandro Silva,Round 3,Leandro Silva,0.0,25 of 50,50%,35 of 62,1 of 1,100%,0.0,0.0,0:30,18 of 41,3 of 4,4 of 5,19 of 40,1 of 1,5 of 9
UFC Fight Night: MacDonald vs Thompson,Misha Cirkunov vs. Ion Cutelaba,Round 1,Misha Cirkunov,0.0,21 of 41,51%,22 of 42,0 of 2,0%,0.0,0.0,0:00,17 of 34,4 of 7,0 of 0,18 of 36,3 of 5,0 of 0
UFC Fight Night: MacDonald vs Thompson,Misha Cirkunov vs. Ion Cutelaba,Round 2,Misha Cirkunov,0.0,19 of 44,43%,28 of 53,0 of 0,---,0.0,0.0,0:39,16 of 36,2 of 7,1 of 1,13 of 36,6 of 8,0 of 0
UFC Fight Night: MacDonald vs Thompson,Misha Cirkunov vs. Ion Cutelaba,Round 3,Misha Cirkunov,0.0,4 of 9,44%,5 of 11,1 of 1,100%,1.0,0.0,0:35,3 of 8,1 of 1,0 of 0,4 of 9,0 of 0,0 of 0
UFC Fight Night: MacDonald vs Thompson,Misha Cirkunov vs. Ion Cutelaba,Round 1,Ion Cutelaba,0.0,10 of 58,17%,10 of 58,0 of 0,---,0.0,0.0,0:09,6 of 50,3 of 7,1 of 1,8 of 55,1 of 2,1 of 1
UFC Fight Night: MacDonald vs Thompson,Misha Cirkunov vs. Ion Cutelaba,Round 2,Ion Cutelaba,0.0,11 of 46,23%,12 of 47,0 of 1,0%,0.0,0.0,0:00,5 of 34,4 of 10,2 of 2,9 of 44,2 of 2,0 of 0
UFC Fight Night: MacDonald vs Thompson,Misha Cirkunov vs. Ion Cutelaba,Round 3,Ion Cutelaba,0.0,3 of 11,27%,3 of 11,0 of 0,---,0.0,0.0,0:00,1 of 9,0 of 0,2 of 2,3 of 11,0 of 0,0 of 0
UFC Fight Night: MacDonald vs Thompson,Tamdan McCrory vs. Krzysztof Jotko,Round 1,Tamdan McCrory,0.0,2 of 6,33%,2 of 6,0 of 0,---,0.0,0.0,0:00,1 of 5,1 of 1,0 of 0,2 of 6,0 of 0,0 of 0
UFC Fight Night: MacDonald vs Thompson,Tamdan McCrory vs. Krzysztof Jotko,Round 1,Krzysztof Jotko,1.0,4 of 10,40%,4 of 10,0 of 0,---,0.0,0.0,0:01,4 of 8,0 of 0,0 of 2,2 of 8,0 of 0,2 of 2
UFC Fight Night: MacDonald vs Thompson,Chris Beal vs. Joe Soto,Round 1,Chris Beal,0.0,22 of 67,32%,22 of 67,0 of 0,---,0.0,0.0,0:02,20 of 63,2 of 4,0 of 0,22 of 67,0 of 0,0 of 0
UFC Fight Night: MacDonald vs Thompson,Chris Beal vs. Joe Soto,Round 2,Chris Beal,0.0,29 of 78,37%,30 of 79,0 of 0,---,0.0,0.0,0:09,25 of 74,4 of 4,0 of 0,29 of 78,0 of 0,0 of 0
UFC Fight Night: MacDonald vs Thompson,Chris Beal vs. Joe Soto,Round 3,Chris Beal,0.0,25 of 64,39%,26 of 65,0 of 0,---,0.0,0.0,0:00,23 of 60,2 of 4,0 of 0,25 of 64,0 of 0,0 of 0
UFC Fight Night: MacDonald vs Thompson,Chris Beal vs. Joe Soto,Round 1,Joe Soto,0.0,11 of 41,26%,11 of 41,0 of 3,0%,0.0,0.0,0:00,8 of 33,0 of 0,3 of 8,11 of 41,0 of 0,0 of 0
UFC Fight Night: MacDonald vs Thompson,Chris Beal vs. Joe Soto,Round 2,Joe Soto,0.0,23 of 56,41%,36 of 70,0 of 1,0%,1.0,0.0,1:15,18 of 50,3 of 3,2 of 3,18 of 51,0 of 0,5 of 5
UFC Fight Night: MacDonald vs Thompson,Chris Beal vs. Joe Soto,Round 3,Joe Soto,0.0,13 of 39,33%,16 of 42,1 of 3,33%,1.0,0.0,0:52,11 of 36,0 of 0,2 of 3,13 of 39,0 of 0,0 of 0
UFC Fight Night: MacDonald vs Thompson,Elias Theodorou vs. Sam Alvey,Round 1,Elias Theodorou,0.0,14 of 59,23%,14 of 59,0 of 0,---,0.0,0.0,0:00,0 of 21,5 of 21,9 of 17,14 of 59,0 of 0,0 of 0
UFC Fight Night: MacDonald vs Thompson,Elias Theodorou vs. Sam Alvey,Round 2,Elias Theodorou,0.0,13 of 38,34%,50 of 76,0 of 2,0%,0.0,0.0,0:57,6 of 18,5 of 18,2 of 2,6 of 30,7 of 8,0 of 0
UFC Fight Night: MacDonald vs Thompson,Elias Theodorou vs. Sam Alvey,Round 3,Elias Theodorou,0.0,10 of 44,22%,23 of 59,0 of 2,0%,0.0,0.0,0:43,2 of 9,6 of 26,2 of 9,8 of 41,2 of 3,0 of 0
UFC Fight Night: MacDonald vs Thompson,Elias Theodorou vs. Sam Alvey,Round 1,Sam Alvey,0.0,3 of 9,33%,3 of 9,0 of 0,---,0.0,0.0,0:00,1 of 6,2 of 2,0 of 1,3 of 9,0 of 0,0 of 0
UFC Fight Night: MacDonald vs Thompson,Elias Theodorou vs. Sam Alvey,Round 2,Sam Alvey,0.0,9 of 17,52%,13 of 24,0 of 0,---,0.0,0.0,1:04,2 of 6,5 of 5,2 of 6,5 of 11,4 of 6,0 of 0
UFC Fight Night: MacDonald vs Thompson,Elias Theodorou vs. Sam Alvey,Round 3,Sam Alvey,0.0,12 of 17,70%,14 of 21,0 of 0,---,0.0,0.0,0:31,2 of 7,3 of 3,7 of 7,7 of 12,5 of 5,0 of 0
UFC Fight Night: MacDonald vs Thompson,Randa Markos vs. Jocelyn Jones-Lybarger,Round 1,Randa Markos,0.0,28 of 60,46%,52 of 95,0 of 1,0%,1.0,0.0,1:27,25 of 56,2 of 2,1 of 2,9 of 38,11 of 11,8 of 11
UFC Fight Night: MacDonald vs Thompson,Randa Markos vs. Jocelyn Jones-Lybarger,Round 2,Randa Markos,0.0,31 of 96,32%,34 of 99,0 of 3,0%,0.0,0.0,0:00,26 of 88,4 of 5,1 of 3,31 of 94,0 of 2,0 of 0
